"ScientificName","FBname","order_name","family_nam","DemersPelag","code","Vulnerability","Resilience","Length","LongevityWild","web_redlist","web_fishbase","CommonName","MarkRecapt_tags","MarkRecapt_mean","MarkRecapt_sd","passive_tags","passive_mean","passive_sd","satellite_tags","satellite_mean","satellite_sd"
"Dasyatis pastinaca","Common stingray","Rajiformes","Dasyatidae","demersal","DD",81.57,"Very low",57,NA,"http://www.iucnredlist.org/details/classify/161453/0","http://www.fishbase.org/summary/Dasyatis-pastinaca.html","Pylstert, Blou pylstert, N'jemma, Baqara Wat'wyt'a, Bugrah bahar, Terre, rea dars, Ciocciu, Ferazza, morgath ddu, Pigrokke, Pilrokke, gemeiner Stechrochen, Peitschenrochen, Pfeilschwanz, Stechroche, Stechrochen, Vatotrygona, Sting ray, Blue stingray, Marbled stingray, Stingray, common stingray, Bantenaga, Chucho, Escorsana, Escursana, Escurso, Ferrasa, Pastinaca, Pastinaga, Pombo, Rayavaca, Romaguera, Serreta, Totina, Vela latina, Bastanago, Bougnette, Coucou, Fouleux, Pastenago, Pastenague, Pastenague commun, Pastenague commune, Pastenargo, Raie pastenague, Raie-pastenague, Tare ronde, Terre, Tonare, Vastanaga, Rocan gha nimhe, Golub, Zutulja, Trigono, Baracola, Brucco, Bucchio, Bugghiu, Bugghiu jancu, Chiamica, Ciuccia, Ciuccio, Ciucciu, Ciuccua gianca, Colombo grande, Dragone, Ferasso, Ferraccia, Ferrazza, Ferrazzu, Ferrun, Ghiamita, Matan, Matana, Mocene, Muchie janche, Muchio, Muchio janco, Mucosa, Mugghio, Mugghiu, Muggiu, Pastenaca, Pastinaca, Pastinaca comune, Protene, Ranina, Tomazzo, Traona, Travona, Trigone, Urchie, Vugghiu jancu, Thirukay, Boll, Boll komuni, Bonn, Hamiema, Hamiema tas-sikkina, Sorc, Pijlstaartrog, Pilskate, Pilrokke, Ogoncza pastynak, Pombo, Manteiga, Rato do mar, Ratona, Uge, Uja, Uje, Uji, Urcha, Urja, Urze, Usga, rato, Pisica de mare, Morskoj kot, bishtmini, bishtmiu, trigoni, Siba zutulja, Volina, Stingrocka, Spjutrocka, Ignelivatoz, Denizkedisi baligi, Dikenli vatoz, Rina, Rina baligi, Morskii kit, Irao rantan",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dasyatis rudis","Smalltooth stingray","Rajiformes","Dasyatidae","demersal","DD",76.55,"Low",320,NA,"http://www.iucnredlist.org/details/classify/161620/0","http://www.fishbase.org/summary/Dasyatis-rudis.html","Smalltooth stingray, Kleintandpijlstaartrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dasyatis sabina","Atlantic stingray","Rajiformes","Dasyatidae","demersal","LC",76.13,"Very low",61,NA,"http://www.iucnredlist.org/details/classify/60158/0","http://www.fishbase.org/summary/Dasyatis-sabina.html","Florida-pigrokke, Atlantic stingray, Raya hocicona, Raya enana, Dasyatis sabina, Raie, Atlantische pijlstaartrog, Floridskiy khostokol",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dasyatis say","Bluntnose stingray","Rajiformes","Dasyatidae","demersal","LC",66.88,"Low",100,NA,"http://www.iucnredlist.org/details/classify/60159/0","http://www.fishbase.org/summary/Dasyatis-say.html","Stumpfnasenstechrochen, Bluntnose stingray, Blunmose Stingray, Say's stingray, Raya, Chucho, Raya hocicona, Raya mediana, Stompsnuitpijlstaartrog, Raia, Arraia-amarela, Arraia-manteiga, Manteiga, Raia amarela, Raia chita, Raia mijona, Raia prego, Raia-manteiga",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dasyatis sinensis","Chinese stingray","Rajiformes","Dasyatidae","demersal","DD",90,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/161576/0","http://www.fishbase.org/summary/Dasyatis-sinensis.html","Kinesisk pigrokke, Chinese stingray, Pari, Pari Shanghai, Chinese pijlstaartrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dasyatis thetidis","Thorntail stingray","Rajiformes","Dasyatidae","demersal","LC",82.94,"Very low",400,NA,"http://www.iucnredlist.org/details/classify/161401/0","http://www.fishbase.org/summary/Dasyatis-thetidis.html","Doringstert-pylstert, Pigrokke, Pilrokke, Sort pigrokke, Peitschenrochen, Stechrochen, Longtail stingray, Black skate, Black stingaree, Black stingray, Long tailed stingray, Long-tailed stingaree, Longtail black stingray, Thorn stingray, Thorntail ray, Thorntail stingray, Whiptail ray, Pastinaca, Pastinaca, Trigono, Whai, Pari duri, Pari ekor duri, Zwarte pijlstaartrog, Pilskate, Pilrokke, Uge cauda-espinhosa, Volina, Siba zutulja, Stingrocka, Ignelivatoz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dasyatis ushiei","Cow stingray","Rajiformes","Dasyatidae","demersal","DD",90,"Low",202,NA,"http://www.iucnredlist.org/details/classify/161472/0","http://www.fishbase.org/summary/Dasyatis-ushiei.html","Cow stingray, Ushi stingray, Ushi-ei, Koepijlstaartrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dasyatis zugei","Pale-edged stingray","Rajiformes","Dasyatidae","demersal","NT",90,"Low",29,NA,"http://www.iucnredlist.org/details/classify/60160/0","http://www.fishbase.org/summary/Dasyatis-zugei.html","Pale-edged stingray, Sharpnose stingray, Zugu ei, Zugu-ei, Tuka-tuka, Pari biasa, Toka-toka, Pakat, Wagli, Setoka, Hang hu, Ketuka, Pari ketuka, Pari nyiru, Pari tanjung, Piak kia, Vale pijlstaartrog, Pitan, Chumbara-kah, Tuk-ga, Pagi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deania calcea","Birdbeak dogfish","Squaliformes","Centrophoridae","bathydemersal","LC",65.8,"Very low",122,NA,"http://www.iucnredlist.org/details/classify/41798/0","http://www.fishbase.org/summary/Deania-calcea.html","Schnabeldornhai, Roughskin dogfish, Brier shark, Deepwater dogfish, Dorian Grey, Dorian grey shark, Platypus shark, Shovel nosed shark, Shovelnose dogfish, Shovelnose spiny dogfish, Thompsons deepsea dogfish, Thompsons shark, birdbeak dogfish, lija, Pico pato, Tollo pajarito, Tollo picudo, Zapata, Lattahai, Deania calcea, Squale savate, Flatnefur, Heratsunozame, Spitssnuitsnavelhaai, Sapata, Pife, Tutia, Skednoshaj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deania hystricosa","Rough longnose dogfish","Squaliformes","Centrophoridae","bathydemersal","DD",69.42,"Low",84,NA,"http://www.iucnredlist.org/details/classify/161549/0","http://www.fishbase.org/summary/Deania-hystricosa.html","Rauher Schnabeldornhai, Rough longnose dogfish, Tollo raspa, Okalattahai, Squale-savate rude, Ruwe langsnuitsnavelhaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deania profundorum","Arrowhead dogfish","Squaliformes","Centrophoridae","bathydemersal","LC",65.41,"Very low",79,NA,"http://www.iucnredlist.org/details/classify/161551/0","http://www.fishbase.org/summary/Deania-profundorum.html","Pfeilkopf-Dornhai, arrowhead dogfish, Longsnout dogfish, Tollo flecha, Nokkalattahai, Squale-savate lutin, Pijlpuntsnavelhaai, Sapata, Ferreta, Sapa-branca, Pating",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deania quadrispinosa","Longsnout dogfish","Squaliformes","Centrophoridae","bathydemersal","NT",72.29,"Low",115,NA,"http://www.iucnredlist.org/details/classify/161635/0","http://www.fishbase.org/summary/Deania-quadrispinosa.html","Longsnout dogfish, Tollo trompalarga, Ruskolattahai, Deania quadrispinosum, Langsnuitsnavelhaai, Sapata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dentiraja flindersi",NA,"Rajiformes","Rajidae",NA,"DD",NA,NA,NA,NA,"http://www.iucnredlist.org/details/classify/195443/0","http://www.fishbase.org/summary/Dentiraja-flindersi.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dentiraja lemprieri","Thornback skate","Rajiformes","Rajidae","demersal","LC",44.34,"Low",52,NA,"http://www.iucnredlist.org/details/classify/161489/0","http://www.fishbase.org/summary/Dentiraja-lemprieri.html","Australsk tornrokke, Australian thornback skate, Denticulate skate, Lempriere's skate, Lemprieres skate, Thornback skate, Australische stekelrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diplobatis colombiensis",NA,"Rajiformes","Narcinidae","demersal","VU",10,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/61401/0","http://www.fishbase.org/summary/Diplobatis-colombiensis.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diplobatis guamachensis",NA,"Rajiformes","Narcinidae","demersal","VU",10,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/61402/0","http://www.fishbase.org/summary/Diplobatis-guamachensis.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diplobatis ommata","Ocellated electric ray","Rajiformes","Narcinidae","reef-associated","VU",13.16,"Low",25,NA,"http://www.iucnredlist.org/details/classify/61403/0","http://www.fishbase.org/summary/Diplobatis-ommata.html","Ocellated electric ray, Bullseye electric ray, Electric ray, Target ray, electric-ray, Raya, Schietschijfstroomrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diplobatis pictus","Painted electric ray","Rajiformes","Narcinidae","demersal","VU",10,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/61404/0","http://www.fishbase.org/summary/Diplobatis-pictus.html","Painted electric ray, Variegated electric ray, Torpedo, Raya electrica variegada, Montsuki-shibire-ei, Gekleurde stroomrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus acrobelus","Deepwater skate","Rajiformes","Rajidae","demersal","LC",66.09,"Very low",95,NA,"http://www.iucnredlist.org/details/classify/195444/0","http://www.fishbase.org/summary/Dipturus-acrobelus.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus apricus","Pale tropical skate","Rajiformes","Rajidae","demersal","LC",53.4,"Medium",65.9,NA,"http://www.iucnredlist.org/details/classify/195445/0","http://www.fishbase.org/summary/Dipturus-apricus.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus australis","Sydney skate","Rajiformes","Rajidae","demersal","VU",42.36,"Low",50,NA,"http://www.iucnredlist.org/details/classify/161637/0","http://www.fishbase.org/summary/Dipturus-australis.html","Glattrochen, common skate, Pommy skate, Skate, Sydney skate, Australianrausku, Sydneyrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus batis","Blue skate","Rajiformes","Rajidae","demersal","CR",86.21,"Very low",285,NA,"http://www.iucnredlist.org/details/classify/39397/0","http://www.fishbase.org/summary/Dipturus-batis.html","Caputxa, Razza bavosa, Razza liscia, morgath, Skade, Glattrochen, Gemeiner Rochen, Glattroche, Grauer Rochen, Rochen, Spiegelrochen, Grizovatos, common skate, Blue grey skate, Common European skate, Gray skate, Grey skate, Skate, blue skate, dinnan, flapper skate, Noriega, Raya noruega, Silorausku, Flotte, Pocheteau, Pocheteau blanc, Pocheteau gris, Pochette, Raie grise, An sciata, Scarrag, Volina, Skata, Razza bavosa, Razza cappuccina, Razza comune, Rebekkin skur, Raja tar-ramel, Rebekkin, Rebekkin geddumu qasir, Rebekkin skur, Vleet, Schate, Vloot, Glattrokke, Glattskate, Storskate, Raja gladka, Raia, Arrai, Raia oirega, Raia-oirega, airoga, Vulpe neagra, seryi skat, Gladkiy skat, blue skate, Raxha me turi, Raxha skijatore, Raza velika, Volina, Skata, Vatoz, Kocaburunvatoz baligi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus bullisi","Bullis skate","Rajiformes","Rajidae","bathydemersal","DD",66.16,"Low",48,NA,"http://www.iucnredlist.org/details/classify/161427/0","http://www.fishbase.org/summary/Dipturus-bullisi.html","Bullis skate, Bullis' skate, Tortugas skate, lozenge skate, Raya de Bullis, raya triangular, Raie de Bullis, Hosoo-kasube, Tortugarog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus campbelli","Blackspot skate","Rajiformes","Rajidae","demersal","NT",49.5,"Low",66,NA,"http://www.iucnredlist.org/details/classify/44607/0","http://www.fishbase.org/summary/Dipturus-campbelli.html","Blackspot skate, Zwartvlekrog, Raia mancha preta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus cerva","White-spotted skate","Rajiformes","Rajidae","demersal","NT",48.35,"Low",60,NA,"http://www.iucnredlist.org/details/classify/161329/0","http://www.fishbase.org/summary/Dipturus-cerva.html","White-spotted skate, Hind skate, Whitespotted skate, Witgestippelde rog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus crosnieri","Madagascar skate","Rajiformes","Rajidae","bathydemersal","VU",73.21,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/60118/0","http://www.fishbase.org/summary/Dipturus-crosnieri.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus doutrei","Violet skate","Rajiformes","Rajidae","bathydemersal","DD",59.73,"Low",100,NA,"http://www.iucnredlist.org/details/classify/161601/0","http://www.fishbase.org/summary/Dipturus-doutrei.html","Rog, Skate, Javalin skate, Javelin skate, Violet skate, Raya violeta, Raie violette, Spiesrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus ecuadoriensis","Ecuador skate","Rajiformes","Rajidae","demersal","DD",73.21,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/63136/0","http://www.fishbase.org/summary/Dipturus-ecuadoriensis.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus endeavouri","Endeavour skate","Rajiformes","Rajidae","benthopelagic","NT",32.01,"Medium",32.1,NA,"http://www.iucnredlist.org/details/classify/195446/0","http://www.fishbase.org/summary/Dipturus-endeavouri.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus falloargus","False Argus skate","Rajiformes","Rajidae","benthopelagic","DD",36.4,"Medium",45,NA,"http://www.iucnredlist.org/details/classify/195447/0","http://www.fishbase.org/summary/Dipturus-falloargus.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus garricki","San Blas skate","Rajiformes","Rajidae","bathydemersal","DD",59.73,"Low",100,NA,"http://www.iucnredlist.org/details/classify/161565/0","http://www.fishbase.org/summary/Dipturus-garricki.html","San Blas skate, San blasrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus gigas","Giant skate","Rajiformes","Rajidae","bathydemersal","DD",73.26,"Low",140,NA,"http://www.iucnredlist.org/details/classify/161393/0","http://www.fishbase.org/summary/Dipturus-gigas.html","Giant skate, Reuzerog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus grahami","Graham<92>s skate","Rajiformes","Rajidae","benthopelagic","LC",42.48,"Medium",62.2,NA,"http://www.iucnredlist.org/details/classify/195448/0","http://www.fishbase.org/summary/Dipturus-grahami.html","Graham's skate",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus gudgeri","Greenback skate","Rajiformes","Rajidae","bathydemersal","NT",73.26,"Low",140,NA,"http://www.iucnredlist.org/details/classify/161535/0","http://www.fishbase.org/summary/Dipturus-gudgeri.html","Greenback skate, Bight skate, Brown bight skate, Baairog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus healdi","Heald<92>s skate","Rajiformes","Rajidae","demersal","LC",51.86,"Medium",58.7,NA,"http://www.iucnredlist.org/details/classify/195449/0","http://www.fishbase.org/summary/Dipturus-healdi.html","Heald's skate, Leyland's skate",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus innominatus","New Zealand smooth skate","Rajiformes","Rajidae","demersal","NT",79.7,"Low",240,24,"http://www.iucnredlist.org/details/classify/41799/0","http://www.fishbase.org/summary/Dipturus-innominatus.html","smooth skate, New Zealand smooth skate, Uku, Nieuw-zeelandse gladde rog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus johannisdavesi",NA,"Rajiformes","Rajidae",NA,"DD",NA,NA,NA,NA,"http://www.iucnredlist.org/details/classify/161617/0","http://www.fishbase.org/summary/Dipturus-johannisdavesi.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus kwangtungensis","Kwangtung skate","Rajiformes","Rajidae","demersal","DD",51.32,"Low",75.7,NA,"http://www.iucnredlist.org/details/classify/161400/0","http://www.fishbase.org/summary/Dipturus-kwangtungensis.html","Kwangtung skate, Ocellate spotskate, Gangi-ei, Komon-kasube, Hong-o, Kwang-dong-hong-o",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus laevis","Barndoor skate","Rajiformes","Rajidae","demersal","EN",69.28,"Low",152,NA,"http://www.iucnredlist.org/details/classify/39771/0","http://www.fishbase.org/summary/Dipturus-laevis.html","Ladeportsrokke, Barn-door skate, Barn-door winter skate, barndoor skate, sarndoor Skate, grande raie, Deurrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus lanceorostratus","Rattail skate","Rajiformes","Rajidae","bathydemersal","DD",55,"Low",82,NA,"http://www.iucnredlist.org/details/classify/44608/0","http://www.fishbase.org/summary/Dipturus-lanceorostratus.html","Rattail skate, Rattestaartrog, Raia ratazana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus leptocaudus",NA,"Rajiformes","Rajidae",NA,"DD",NA,NA,NA,NA,"http://www.iucnredlist.org/details/classify/44644/0","http://www.fishbase.org/summary/Dipturus-leptocaudus.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus macrocauda","Bigtail skate","Rajiformes","Rajidae","bathydemersal","DD",66.53,"Low",120,NA,"http://www.iucnredlist.org/details/classify/161738/0","http://www.fishbase.org/summary/Dipturus-macrocauda.html","Bigtail skate, Kitsunekasube, Grootstaartrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus melanospilus","Blacktip skate","Rajiformes","Rajidae","demersal","DD",53.45,"Medium",77.7,NA,"http://www.iucnredlist.org/details/classify/195450/0","http://www.fishbase.org/summary/Dipturus-melanospilus.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus mennii","South Brazilian skate","Rajiformes","Rajidae","demersal","VU",79.39,"Low",160,NA,"http://www.iucnredlist.org/details/classify/63124/0","http://www.fishbase.org/summary/Dipturus-mennii.html","Rejnok Mennuv, South Brazilian skate",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus nidarosiensis","Norwegian skate","Rajiformes","Rajidae","bathydemersal","NT",84.61,"Low",200,NA,"http://www.iucnredlist.org/details/classify/161729/0","http://www.fishbase.org/summary/Dipturus-nidarosiensis.html","Sortbuget rokke, Norwegian skate, Raya noruega, Mustavatsarausku, Noorse rog, Svartskate, Raja czarnobrzucha, Svartbuksrocka",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus oculus",NA,"Rajiformes","Rajidae","benthopelagic","LC",47.03,"Medium",NA,NA,"http://www.iucnredlist.org/details/classify/195451/0","http://www.fishbase.org/summary/Dipturus-oculus.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus olseni","Spreadfin skate","Rajiformes","Rajidae","demersal","DD",41.25,"Low",60,NA,"http://www.iucnredlist.org/details/classify/161718/0","http://www.fishbase.org/summary/Dipturus-olseni.html","spreadfin skate, Olsen's wingedskate, raya colona, Spreidvinrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus oregoni","Hooktail skate","Rajiformes","Rajidae","bathydemersal","DD",73.21,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/161514/0","http://www.fishbase.org/summary/Dipturus-oregoni.html","Hooktail skate, Oregon's wingedskate, Haakstaartrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus oxyrinchus","Longnosed skate","Rajiformes","Rajidae","bathydemersal","NT",77.39,"Low",150,NA,"http://www.iucnredlist.org/details/classify/63100/0","http://www.fishbase.org/summary/Dipturus-oxyrinchus.html","travank griz, Razza capuccina, morgath drwynfain, Plovjernsrokke, Spitzschnauze, Langnasen-Rochen, Rochen, Spitzrochen, Spitzschnauzenrochen, Spitzschnauziger Rochen, Nona, longnosed skate, Long nosed skate, Long-nose skate, Long-nosed burton skate, Long-nosed skate, Sharpnose skate, longnose skate, Cavach, Bastina, Caputxo, Machuelo, Mahoma, Picon, Raya aguda, Raya negrita, Raya picuda, Retjada, Vannasrausku, Blanquette, Capoutchin, Capucin, Flossade, Fumat, Matrasso, Pocheteau noir, Raie capucin, Raie-capucin, tyre, Klinka, Razza monaca, Arzilla monaca, Bavoso, Mocosa, Monaca, Monaca liscia, Moreto, Municedda muccosa, Munnina, Picara scapuccina, Pichira monica, Pichira pala, Pissua, Raja monaca, Raja monachella, Rasa bavosa, Rascia munachella, Razza capussinha, Razza de fundali, Razza monahina, Scritta lisa, Squeu, Su scritta, Hamiema, Rebekkin, Rebekkin geddumu twil, Rebekkin ta' mniehru twil, Vjolin, Scherpsnuit rog, Scherpsnuit, Scherpsnuitrog, Nebbskate, Spisrokke, Spiss-skate, Spisskate, Raja ostronosa, Raia, Arraia, Raia bicuda, Raia-bicuda, Raje turigjate, Nosatica, Raza klinka, Sivriburun vatoz, Sivriburunvatoz baligi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus polyommata","Argus skate","Rajiformes","Rajidae","bathydemersal","LC",31.48,"Low",36,NA,"http://www.iucnredlist.org/details/classify/202053/0","http://www.fishbase.org/summary/Dipturus-polyommata.html","Argus skate, Argusrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus pullopunctatus","Slime skate","Rajiformes","Rajidae","demersal","LC",73.35,"Low",94,NA,"http://www.iucnredlist.org/details/classify/44609/0","http://www.fishbase.org/summary/Dipturus-pullopunctatus.html","Rog, Skate, Blackspot skate, Slime skate, Slimeskate, Raya limosa, Raie baveuse, Slijmrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus queenslandicus","Queensland deepwater skate","Rajiformes","Rajidae","demersal","DD",51.91,"Medium",65.9,NA,"http://www.iucnredlist.org/details/classify/195452/0","http://www.fishbase.org/summary/Dipturus-queenslandicus.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus springeri","Roughbelly skate","Rajiformes","Rajidae","bathydemersal","DD",80.6,"Low",160,NA,"http://www.iucnredlist.org/details/classify/161653/0","http://www.fishbase.org/summary/Dipturus-springeri.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus stenorhynchus","Prow-nose skate","Rajiformes","Rajidae","bathydemersal","DD",56.13,"Low",90,NA,"http://www.iucnredlist.org/details/classify/44610/0","http://www.fishbase.org/summary/Dipturus-stenorhynchus.html","Prow-nose skate, Prownose skate, Boegrog, Raia focinhuda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus teevani","Prickly brown ray","Rajiformes","Rajidae","bathydemersal","DD",60.31,"Low",84,NA,"http://www.iucnredlist.org/details/classify/161610/0","http://www.fishbase.org/summary/Dipturus-teevani.html","Prickly brown ray, Caribbean skate, Raya piel de lija, Raie rugueuse, Karasu-kasube, Caribische rog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus tengu","Acutenose skate","Rajiformes","Rajidae","demersal","DD",59.73,"Low",100,NA,"http://www.iucnredlist.org/details/classify/161354/0","http://www.fishbase.org/summary/Dipturus-tengu.html","Acutenose skate, Tengu skate, Tengu-kasube, Tengukasube, Tengurog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus trachydermus",NA,"Rajiformes","Rajidae",NA,"VU",NA,NA,NA,NA,"http://www.iucnredlist.org/details/classify/63116/0","http://www.fishbase.org/summary/Dipturus-trachydermus.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus wengi","Weng<92>s skate","Rajiformes","Rajidae","benthopelagic","LC",67.69,"Very low",112.2,NA,"http://www.iucnredlist.org/details/classify/195453/0","http://www.fishbase.org/summary/Dipturus-wengi.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipturus wuhanlingi",NA,"Rajiformes","Rajidae","benthopelagic","DD",52.78,"Medium",66.8,NA,"http://www.iucnredlist.org/details/classify/195454/0","http://www.fishbase.org/summary/Dipturus-wuhanlingi.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Discopyge tschudii","Apron ray","Rajiformes","Narcinidae","demersal","NT",30.54,"Low",53.8,NA,"http://www.iucnredlist.org/details/classify/44993/0","http://www.fishbase.org/summary/Discopyge-tschudii.html","Torpedo, Apron ray, Electric ray, Raya, Raja elcectric, Tembladera, Tembladerilla, Torpedo, Tremolina",NA,NA,NA,NA,NA,NA,NA,NA,NA
